"날짜","미국 수익 ($)","사우디 아라비아 수익 ($)","터키 수익 ($)","독일 수익 ($)","일본 수익 ($)","대한민국 수익 ($)","우크라이나 수익 ($)","아랍에미리트 수익 ($)","캐나다 수익 ($)"
"2025-10-31","281975.97","75485.25","63844.35","78580.83","39485.84","50520.17","57454.6","52775.72","30023.54"
"2025-11-01","197118.84","58230.22","76432.99","67241.72","81049.96","55729.4","57032.91","42346.72","19141.68"
"2025-11-02","328018.6","62678.34","77547.4","50829.14","44126.85","50918.33","56375.79","35041.34","32555.92"
"2025-11-03","366026.94","95367.35","61980.68","53237.69","113736.18","72933.52","53164.76","84791.18","36078.55"
"2025-11-04","312238.14","89916.2","75322.43","56057.3","109146.96","62623.63","51348.29","72823.04","32758.32"
"2025-11-05","248252.19","69765.69","68925.78","53344.55","73523.37","67562.16","49827.69","53106.03","23647.74"
"2025-11-06","219779.37","64691.37","67656.25","47378.18","72026.86","57711.79","58697.56","49442.19","27572.54"
"2025-11-07","299982.51","74326.87","73789.2","54895.06","75292.07","56011.59","57428.42","50139.88","31390.81"
"2025-11-08","218310.48","47434.59","85865.52","62224.53","64682.36","46826.2","56429.97","33010.41","27128.33"
"2025-11-09","224491.77","61923.11","62676.93","54035.48","58338.45","43639.53","50949.56","28082.89","24667.73"
"2025-11-10","243713.98","84638.17","63501.78","51976.35","53986.66","60827.5","51218.31","27331.14","26614.08"
"2025-11-11","247862.61","110342.99","58447.48","53204.75","83746.73","55217.26","60100.79","42335.61","28837.85"
"2025-11-12","210273.85","101888.05","65970.62","53294.66","71276.2","52756.2","54247.32","38173.15","24117.37"
"2025-11-13","203832.29","95293.66","61688.78","50504.24","73748.84","60314.37","56060.43","39526.84","25600.54"
"2025-11-14","277068.41","121718.6","72542.71","63868.75","71959.6","66483.85","61498.82","44982.46","31113.37"
"2025-11-15","233459.57","65635.62","67173.52","59997.13","53879.68","63349.1","43293.44","35081.65","26414.52"
"2025-11-16","223306","66279.82","64870.01","54458.78","45180.92","47102.31","55005.35","30909.26","23521.33"
"2025-11-17","217529.56","68005.91","63116.98","43556.26","37330.78","48197.04","33187.76","32701.01","19515.84"
"2025-11-18","197342.15","55450.33","42119.34","45424.24","51764.77","42471.89","34193.6","32085.26","17072.38"
"2025-11-19","154127.37","48435.02","64835.29","46499.87","43406.52","43855.1","34779.55","25041.5","16886.05"
"2025-11-20","155434.95","55932.52","75980.06","39394.93","43634.34","43411.3","54196.35","31614.46","23468.97"
"2025-11-21","201237.43","69770.39","61767.61","52755.72","41828.84","51993.03","71284.73","39907.17","29632.21"
"2025-11-22","183001.15","54725.24","54331.42","54686.68","40968.68","48466.19","60947.78","36150.29","24803.1"
"2025-11-23","169231.29","71348.7","63544.32","49821.21","42273.34","40438.52","62923.35","31057.72","23781.76"
"2025-11-24","179814.29","56835.31","65201.36","40065.56","36383.96","35342.37","55862.34","32768.13","23468.48"
"2025-11-25","213665.29","80979.78","59806.25","43749.68","44575.37","39463.7","50848.56","38032.67","22991.16"
"2025-11-26","309172.94","108749.35","65806.25","61295.74","49865.18","44423.51","49270.27","43934.24","31520.86"
"2025-11-27","379973.4","164590.3","87742.99","88905.16","57458.64","50761.06","45843.88","61374.61","36493.25"
"2025-11-28","410664.05","122691.29","85696.71","97060.16","53171.95","54523.97","51210.91","54185.29","37601.49"
"2025-11-29","304052.24","101182.6","73130.08","100243.49","64047.39","51805.6","44187.01","60980.4","36161.5"
"2025-11-30","247153.34","127651","64458.11","81384.13","56042.76","53549.04","41652.39","42538.29","29194.64"
"2025-12-01","205782.82","95088.76","88846.39","60955.76","125298.93","65489.74","38352.43","50138.93","21930.19"
"2025-12-02","170592.01","91942.56","62486.51","51432.74","65105.52","49495.18","32209.93","40284.94","23723.91"
"2025-12-03","151196.44","91872.06","65995.18","52324.13","51748.01","44549.72","29980.56","41669.37","16435.13"
"2025-12-04","467190.27","107080.4","82948.49","58203.67","49529.75","69274.98","32752.69","33113.72","57654.98"
"2025-12-05","597219.08","146246.12","86499.52","98944.44","238452.8","151607.31","50974","91401.86","87225.76"
"2025-12-06","413492.22","103967.18","67571.75","80705.01","183505.17","113095.62","54438.03","62561.32","62163.54"
"2025-12-07","371324.05","150706.38","61562.05","74470.51","180101.34","77040.46","48192.47","48085.89","44805.82"
"2025-12-08","276843.63","96262.67","76398.73","63769.72","125185.3","79647.04","57244.59","52191.92","37718.96"
"2025-12-09","245945.18","90188.68","61435.85","59323.77","94037.82","79119.15","58423.23","49394.33","29964.59"
"2025-12-10","241260.11","95273.13","68790.38","72861.55","225563.55","119318.66","56753.17","46237.72","30660.71"
"2025-12-11","247601.01","93160.04","79771.31","55718.9","128032.33","97161.06","58030.7","37873.99","32370.53"
"2025-12-12","363132.49","92571.44","73508.61","73428.25","162026.79","105343.11","66312.81","44927.86","52876.64"
"2025-12-13","267945.61","81476.33","68794.46","73026.81","119949.84","84959.13","63746.93","31612.93","35085.3"
"2025-12-14","259968.12","121353.64","57602.73","70202.96","70652.4","71180.25","59802.16","32088.36","32764.88"
"2025-12-15","221214.38","99693.44","63960.43","60849.28","66398.47","69304.66","54192.64","35633.78","30857.15"
"2025-12-16","203958.25","90195.72","60584.65","57034.1","71080.57","61209.04","54045.69","30762.98","30120.89"
"2025-12-17","197096.31","100356.54","68750.57","57227.33","57510.82","72330.4","49755.43","27774","29539.29"
"2025-12-18","217141.82","103596.17","63951.07","52632.96","41139.99","60864.57","55874.81","30557.26","24558.89"
"2025-12-19","254199.83","87083.66","72446.94","69374.91","46941.52","63776.74","45482.27","30147.24","38434.18"
"2025-12-20","181940.75","56168.08","67348.06","63047.4","53342.96","57677.61","43033.43","24775.96","27729.86"
"2025-12-21","176253.43","64761.92","56070.97","58121.49","45122.15","42261.99","46512.29","28306.37","30975.54"
"2025-12-22","175954.33","45406.97","71158.91","48707.41","32781.65","41394.71","31994.72","29827.93","30243.9"
"2025-12-23","203563.01","51110.29","62854.14","53406.63","39312.71","41214.95","36342.05","22586.91","31700.83"
"2025-12-24","223405.13","55353.76","68755.86","56591.95","45587.21","72415.8","41227.81","28368.37","45006.6"
"2025-12-25","240902.2","75633.88","60728.81","57702.8","54093.09","57985.15","54903.95","38525.69","39115.81"
"2025-12-26","231788.16","66294.06","78462.47","57139.09","51354.44","59079.19","51618.46","56146.31","38418.35"
"2025-12-27","194876.28","53291.94","63788.27","55078.19","48157.36","46603.79","48775.43","33412.64","28575.62"
"2025-12-28","160512.55","88430.08","62389.57","46881.46","42020.53","38457.84","44503.17","32983.92","30276.51"
"2025-12-29","156801.47","79549.13","61451.96","55919.09","46689.68","42936.32","40613.99","37087.08","24276.28"
"2025-12-30","183533.02","70993.52","66231.99","60386.67","47723.31","43424.31","41882.2","26871.64","26553.24"
"2025-12-31","339602.15","77875.45","81143.11","68646.39","73451.85","85903.32","46334.09","35427.93","41160.23"
"2026-01-01","443653.5","95999.04","129160.29","71276.13","228814.27","92415.89","75560.81","79195.65","51173.54"
"2026-01-02","335275.62","80257.79","100234.16","78085.56","93276.83","71198.93","64202.66","57050.53","47674.63"
"2026-01-03","256668.62","72917.57","71411.4","60594.46","56031.01","61363.42","60543.05","36957.07","42518.11"
"2026-01-04","233365.54","89863.29","65719.09","61510.34","40432.09","46851.24","52653.61","32097.26","31662.94"
"2026-01-05","199111.26","99424","61449.27","52456.51","36265.2","51707.57","52091.26","33639.64","28297.84"
"2026-01-06","198287.28","81046.8","62007.14","49109.88","37072.34","46906.16","52073.89","31966.86","34768.36"
"2026-01-07","176571.84","69450.31","68496.65","46803.72","33216.23","54046.95","54286.44","27893.64","25700.81"
"2026-01-08","249990.72","98260.1","66749.72","46985.2","38454.27","45635.42","51237.57","32297.89","30455.49"
"2026-01-09","361834.44","128443.59","77282.76","75628.24","43509.6","79757.51","59854.52","56368.63","47722.9"
"2026-01-10","384287.47","102225.87","59911.71","69256.65","40288.55","65712.57","62664.14","42805.76","51408.28"
"2026-01-11","339801.37","159614.05","74019.51","74019.32","64841.85","56829.83","67016.07","46415.38","41631.09"
"2026-01-12","258226.98","93134.06","68388.67","59873.51","95133.38","52709.32","51189.6","49405.52","30912.19"
"2026-01-13","245230.07","85185.71","63338.37","59489.72","92141.17","47080.67","51865.68","40379.44","36891.47"
"2026-01-14","205792.2","85170.21","63919.81","62412.72","61634.01","65390.3","54090.85","34983.12","29447.04"
"2026-01-15","213584.07","100557.2","73275.2","62691.8","74163.25","85717.94","64587.2","36199.72","24147.99"
"2026-01-16","260406.49","78942.55","77048.14","61370.23","89462.02","73463.98","43922.28","37636.33","32051.66"
"2026-01-17","201387.49","74291.58","67827.29","59449.08","60355.52","78152.8","41862.78","25023.23","27123.75"
"2026-01-18","215142.34","111620.53","65431.42","55630.58","46000.47","58373.47","41757.23","31187.54","25809.54"
"2026-01-19","188462.41","48060.12","64030.82","45655.38","40455.55","55277.03","33958.65","17620.7","27314.67"
"2026-01-20","177827.38","49611.32","63760.69","47508.33","40739.66","57269.83","37925.02","23774.03","23859.89"
"2026-01-21","178571.91","56708.28","62235.78","45662.16","44252.08","62778.99","37645.97","37382.26","26238.43"
"2026-01-22","199669.67","58980.35","66207.98","42838.89","36230.92","57590.61","38073.64","31786.14","27378.4"
"2026-01-23","263500.97","61665.24","68536.18","57326.93","40541.24","63206.37","43471","35177.93","32690.52"
"2026-01-24","230882.66","53406.37","77789.87","63629.32","39169.03","63301.99","45843.15","40161.82","30465.3"
"2026-01-25","229319.13","72529.24","58464.11","48194.28","41778.47","48694.86","43866.65","31990.02","23641.2"
"2026-01-26","293702.76","55500.36","62545.1","48153.64","31433.64","45436.49","38492.21","29094.34","32111.33"
"2026-01-27","355956.42","176493.29","64358.72","60534.96","47029.25","52850.18","42770.28","63215.79","39664.06"
"2026-01-28","303676.65","125923.63","64704.03","64387.39","44055.19","63728.59","43296.31","49311.79","32270.12"
"2026-01-29","268121.74","129515.32","68115.46","62672.3","31635.98","61634.24","41237.64","45293.97","28162.32"
"2026-01-30","343190.37","98390.69","66131.8","80254.85","50067.81","63421.8","46607.8","51560.53","42069.6"
"2026-01-31","298624.24","75354.98","73825.7","82101.96","54712.5","85153.09","46074.09","40786.58","31080.72"
"2026-02-01","238783.32","134657.44","63526.41","65048.85","108342.64","71920.88","48306.88","52743.52","25632.02"
"2026-02-02","187104.32","99512.2","61371.84","56278.78","57316.02","62515.92","38639.75","36576.09","19123.35"
"2026-02-03","174404.96","89132.2","59789.07","46836.93","47699.25","44398.98","36168.54","32766.87","21574.15"
"2026-02-04","159908.5","92203.15","66834.21","48988.74","45618.54","47237.67","34700.56","26979.59","18838.07"
"2026-02-05","206177.85","108889.87","87473.97","45868.8","39855.03","55578.69","32795.78","40186.15","27804.22"
"2026-02-06","330147.19","112732.15","84057.81","60959.01","59463.3","62614.62","66011.8","49588.56","45568.03"
"2026-02-07","255915.6","105647.96","71553.31","61830.25","52678.94","58183.82","57507.78","44689.44","35688.59"
"2026-02-08","217583.49","131212.39","61238.83","57473.25","41109.35","47001.25","63172.65","34635.33","31894.08"
"2026-02-09","164820.81","66501.63","65259.3","43025.9","34294.12","42029.18","52571.92","19454.74","24197.16"
"2026-02-10","207335.74","53750.79","63605.89","50264.11","30193.94","53228.01","56775.74","29804.65","31444.14"
"2026-02-11","200078.41","57484.93","68012","56652.79","40444.7","67734.1","60082.63","33732.65","21061.15"
"2026-02-12","216997.03","65257.35","70541.19","51981.89","32232.74","69894.4","64657.58","30598.46","28538.52"
"2026-02-13","324694.07","80580.18","70501.08","64660.31","41942.19","64866.35","79905.19","38757.86","46168.6"
"2026-02-14","281950.94","68524.51","70675.11","65861","44377.27","76112.77","77370.26","33525.37","30801.75"
"2026-02-15","327483.61","83457.57","67499.09","58493.25","42263.84","63803.31","69149.39","35782.39","44658.72"
"2026-02-16","356395.09","73286.42","72083.4","63975.68","43713.36","79871.44","72059.88","51037.62","51755.11"
"2026-02-17","243950.77","76841.33","64470.73","59991.24","43276.14","84181.97","66521.23","37559.34","34853.34"
"2026-02-18","285378.08","103302.09","64361.99","75591.8","42074.13","97497.47","62343.79","39251.4","43177.89"
"2026-02-19","667587.47","136816.55","69772.48","85099.17","34812.52","121493.18","60216.87","53394.77","104510.37"
"2026-02-20","829496.33","146841.36","91415.35","141929.1","181493.63","131916.35","96543.44","94073.24","140684.26"
"2026-02-21","563888.12","106620.29","83968.48","99887.28","156220.25","111913.15","74316.25","63185.08","72224.46"
"2026-02-22","432127.07","158658.41","68164.61","82397.05","85428.77","89302.66","65251.3","61621.67","48123.3"
"2026-02-23","393404.35","99879.19","86315.12","66704.41","48984.13","87194.22","59437.44","52098.86","37687.45"
"2026-02-24","352326.81","106814.56","82811.54","62574.62","45930.76","73227.1","59739.32","55795.44","34285.29"
"2026-02-25","332083.61","107112","73470.43","69551.42","58340.75","87842.36","54327.04","55018.78","38415.48"
"2026-02-26","313100.06","155462.95","68910.52","68265.59","48471.19","82224.48","54582.52","66034.77","40309.94"
"2026-02-27","428882.85","187621.34","79144.52","85667.51","55436.56","77418.19","76316.35","86809.16","61854.4"
"2026-02-28","336692.22","128216.32","78528.35","87077.18","64691.03","102842.19","74537.76","98943.54","42248.78"
"2026-03-01","259279.62","147501","62170.68","67578.41","145466.84","70813.52","69118.25","67262.93","30702.17"
"2026-03-02","208725.64","133712.38","58866.12","55086.39","67249.97","55814.79","55293.73","50736.26","23754.84"
"2026-03-03","229931.15","110135.96","62268.33","48048","58102.71","44852.88","50823.43","46604.12","23375.21"
"2026-03-04","179219.21","86493.74","66672.14","46266.47","46924.14","48302.49","50386.28","48972.1","18068.88"
"2026-03-05","334495.83","104786.57","70718.74","64224.4","38325.95","50162.05","52123.01","61464.78","46224.7"
"2026-03-06","542646.67","159379.89","100737.1","98328.87","57036.45","65783.75","79699.89","97009.53","67440.17"
"2026-03-07","417388.56","125141.11","111539.46","77082.09","51820.36","66311.74","70823.84","70843.19","53384.82"
"2026-03-08","333420.56","154412.42","86569.74","64976.95","41182.99","54974.77","70580.42","62073.9","36288.71"
"2026-03-09","271954.72","119091.87","86180.59","58737.39","27645.32","58825.83","59038.02","65196.5","35431.44"
"2026-03-10","239948.04","110957.4","75659.27","60821.73","34237.52","58701.83","55675.08","48498.81","30569.62"
"2026-03-11","264304.05","109051.99","89455.17","71019.33","37424.49","76485.49","61247.67","48438.41","28357.62"
"2026-03-12","373230.36","114653.12","85512.82","77734.56","43327.26","65270.77","63608.69","57676.44","42080.93"
"2026-03-13","494400.6","99456.4","96161.64","84246.1","53575.81","65525.06","73602.72","68206.21","54918.4"
"2026-03-14","404900.7","90843.56","93634.19","79786.02","52414.24","67744.03","74995.21","52560.49","50625.22"
"2026-03-15","460131.52","142035.57","88610.22","84168.18","64042.49","58342.29","63913.97","71813.48","55846.8"
"2026-03-16","334864.39","101630.51","94260.42","67334.07","48957.44","54313.22","56353.81","58468.45","35570.69"
"2026-03-17","273890.65","101991.99","91999.94","61515.45","43170.12","49211","60124.98","51947.6","29686.44"
"2026-03-18","252557.45","123933.69","89795.24","66500.32","38462.66","53275.33","52695.64","54612.1","26332.94"
"2026-03-19","448261.16","124325.45","98603.54","72673.56","38056.77","64331.71","55664.25","52935.47","54012.32"
"2026-03-20","743573.02","133992.37","117519.56","83572.57","196517.49","83397.12","74613.21","83939.41","99495.77"
"2026-03-21","505376.61","98694.78","103853.65","78093.26","147832.73","74150.81","68085.8","76864.42","69822.1"
"2026-03-22","418216.97","135655.44","86893.63","73620.71","139266.06","61290.59","67973.93","57384.99","60127.53"
"2026-03-23","309599.02","85158.21","95566.65","56078.06","60230.54","52063.08","53523.85","51525.12","36158.02"
"2026-03-24","309801.86","108297.74","82723.7","59053.66","48379.26","48764.08","54631.43","46328.62","33820.12"
"2026-03-25","301248.21","130194.69","72586.53","64092.22","61849.63","68256.12","52871.37","47277.08","33012.86"
"2026-03-26","419407.85","155488.26","77717.29","72965.1","53275.94","59404.59","55040.99","54064.18","58511.37"
"2026-03-27","651944.75","146900.5","100567.27","85030.72","159690.5","76779.14","58300.01","76101.06","87120.76"
"2026-03-28","447759.38","129472.74","95290.31","80874.2","118965","70885.98","63593.19","75039.65","53196.22"
"2026-03-29","388707.12","177084.94","78154.37","83009.88","51857.79","50448.92","52328.37","57451.23","43408.29"
"2026-03-30","275928.82","179454.23","73680.8","68884.89","36013.57","50670.46","50642.94","48854.73","32919.5"
"2026-03-31","309454.37","97703.61","63636.96","110629.14","70780.73","70798.33","35375.46","37982.45","29619.01"
"2026-04-01","261980.65","136564.31","76845.18","82278.58","138289.04","77432.02","53482.82","57902.16","25870.98"
"2026-04-02","705114.17","155587.87","74831.6","84763.84","60296.56","67062.56","52442.99","59998.87","128172.28"
"2026-04-03","1030244.99","207071.05","113342.96","165069.92","184160.76","93064.54","90904.94","121157.72","175751.69"
"2026-04-04","711150.69","134124.98","106955.98","135077.7","148594.72","79094.12","66257.87","72080.63","117625.98"
"2026-04-05","556955.13","198100.62","87978.61","100262.59","132877.09","73510.87","62347.32","68354.86","68788.23"
"2026-04-06","420809.55","128030.89","93317.37","79131.55","61382.5","65771.45","59792.06","57023.49","56126.27"
"2026-04-07","401962.11","115638.5","91292.67","86969.06","55115.23","61124.74","63459.61","55092.66","49142.36"
"2026-04-08","339440.89","129180.59","80979.39","99652.12","56263.55","74630.58","67711.69","55907.91","39536.21"
"2026-04-09","340158.06","128975.32","67512.05","81329.15","43379.26","74817.73","65230.43","52010.02","46215.76"
"2026-04-10","440280.98","115758.93","95652.2","76425.01","55397.87","79088.05","78885.85","54080.97","53175.47"
"2026-04-11","392027.1","91797.94","80644.96","70871.2","57687.03","73624.83","72727.61","40504.63","51154.3"
"2026-04-12","372137.88","138898.33","71450.12","78865.79","53285.51","54518.85","65799.58","51929.18","43153.23"
"2026-04-13","278673.6","100260.42","75309.63","59152.35","57667","46601.15","54603.22","45335.79","32237.71"
"2026-04-14","261248.66","104810.63","69284.89","64114.46","42622.74","45546.75","56000.56","37557.31","36584.66"
"2026-04-15","258796.66","121303.49","72539","73965","45519.45","44056.07","53780.85","38355.63","32776.92"
"2026-04-16","299899.45","118599.99","77922.47","65732.41","45647.67","51007.31","58601.63","36247.29","38295.52"
"2026-04-17","388714.82","120537.3","88655.83","73006.99","42122.7","49509.1","54631.31","45916.79","52788.22"
"2026-04-18","336076.6","100091.23","80537.59","65531.66","42179.65","49780.72","62312.29","40537.42","43213.47"
"2026-04-19","301235.24","126897.62","66329.73","72389.87","35823.62","38712.06","55108.15","40309.93","34261.77"
"2026-04-20","260192.54","89019.73","75549.61","49572.07","28702.3","39575.45","48043.84","28543.25","30932.92"
"2026-04-21","279005.06","84961.65","67132.73","56216.54","27019.44","40925.68","52755.23","33743.55","30867.36"
"2026-04-22","228279.79","102508.48","73624.29","56457.99","34867.72","40214.41","49147.69","31610.07","29623.47"
"2026-04-23","316533.86","105086.95","86140.76","54874.94","34388.93","51113.82","56925.16","31156.39","36877.15"
"2026-04-24","402015.91","108801.19","81521.08","64730.25","85288.82","56571.34","61667.16","47112.69","50957.54"
"2026-04-25","314337.07","80557.35","72592.41","63788.53","82797.06","49006.11","70823.96","41583.97","39032.95"
"2026-04-26","293212.42","132060.93","86093.36","54800.75","63033.02","34313.13","65567.15","37091.66","42931.08"
"2026-04-27","248673.7","139839.58","61957.53","48042.4","43707.47","35517.73","55835.15","67481.65","29166.67"
"2026-04-28","242738.27","162388.42","68231.48","55536.35","44663.81","29853.57","54277.78","50710.9","26217.79"
"2026-04-29","203333.84","171952.97","68562.02","58899.76","43797.16","31716.6","47287.52","40534.13","24438.42"
"2026-04-30","220794.55","184706.27","76788.9","65443.58","48725.17","47976.84","60563.81","51891.67","29047.17"
