"날짜","미국 수익 ($)","대한민국 수익 ($)","멕시코 수익 ($)","영국 수익 ($)","독일 수익 ($)","태국 수익 ($)","인도네시아 수익 ($)","필리핀 제도 수익 ($)","칠레 수익 ($)"
"2026-01-28","241075.73","138001.84","95015.41","82855.43","79701.09","72431.28","25925.77","27965.31","48088.84"
"2026-01-29","239250.36","171850.39","90335.99","72677.45","96391.13","88122.33","31326.63","31852.36","34812.67"
"2026-01-30","265263.09","138145.57","65836.99","95235.29","125262.41","42571.7","37589.81","39119.53","29158.94"
"2026-01-31","282274.03","176645.41","148500.7","96545.95","94353.22","38092.5","40848.68","33927.89","29775.1"
"2026-02-01","281977.37","152382.11","141716.85","98768.79","106605.01","40529.38","35434.42","33207.6","27575.72"
"2026-02-02","233263.61","136044.73","70975.84","108862.16","74832.48","36706.67","42628.62","32292.17","32740.19"
"2026-02-03","237136.3","120418.97","74925.2","106348.92","85393.03","31518.11","44207.71","33610.65","39366.81"
"2026-02-04","232934.27","141582.67","85279.54","111346.99","96076.7","48801.84","27007.29","28186.31","48058.4"
"2026-02-05","206725.55","155082.04","87290.41","100549.01","92226.53","57643.93","32631.72","31366.55","34807.24"
"2026-02-06","257448.99","144682.09","64519.01","120530.17","123005.77","31277.94","37280.25","38623.51","29145.03"
"2026-02-07","291679.59","120694.9","145924.82","129236.82","85232.6","34622.13","39901.84","33194.56","29762.4"
"2026-02-08","306426.23","114636.45","133014.3","136538.51","105038.52","37174.14","32191.93","32571.78","26021.1"
"2026-02-09","224452.9","115005.56","69186.14","100257.05","59365.79","34803.72","40304.41","31472.45","27394.97"
"2026-02-10","224688.31","114502.48","66065.11","103250.1","68398.11","34363.25","43436.18","31950.29","39382.45"
"2026-02-11","235491.33","129102.88","86332.47","109684.59","77561.44","34736.43","26081.41","27115.77","48035.03"
"2026-02-12","212303.22","163742.97","89899.67","101857.68","77525.94","60207.65","31019.14","31894.47","34128.63"
"2026-02-13","270354.28","158695.74","65657.47","120160.73","103959.14","45074.07","38114.97","49918.78","24698.92"
"2026-02-14","325320.72","153164.15","138643.16","129707.86","78366.18","81241.39","40738.06","34979.11","29318.2"
"2026-02-15","319822.26","198006.59","136381","131163.36","85772.7","84368.27","33239.26","33766.98","24444.36"
"2026-02-16","296004.05","245362.6","73276.24","101005.88","62119.98","82117.65","42189.96","32743.79","24725.08"
"2026-02-17","248089.3","196557.33","66382.77","101438.29","72192.45","72994.1","43461.18","34296.35","36835.21"
"2026-02-18","246914.91","219376.28","86716.77","108915.26","90013.27","72326.77","27313.39","27876.17","50103.9"
"2026-02-19","231076.46","227105.49","89854.18","100551.59","92475.1","90099.63","31873.5","41462.86","34121.02"
"2026-02-20","289654.89","291337.97","64025.19","118221.7","126386.48","68641.33","37327.27","49348.12","24689.92"
"2026-02-21","308655.03","241968.72","126255.55","125646.33","88962.1","81941.38","41057.11","40475.98","29292.37"
"2026-02-22","298339.1","276184.93","125726.44","128930.43","83790.19","86019.04","33343.83","34200.28","24419.57"
"2026-02-23","251278.91","216041.88","73724.84","103247.88","71229.94","80986.85","66207.76","31930.99","24689.57"
"2026-02-24","232317","175144.88","73338.09","101987.85","82841.17","73142.11","72101.58","70391.45","36654.38"
"2026-02-25","226042.12","173176.17","89608.86","111649.15","66916.62","75355.36","41422.91","59854.05","48077.29"
"2026-02-26","268066.88","217558.93","88950.4","102956.74","66441.95","97969.79","49733.73","93291.98","34124.99"
"2026-02-27","327511.67","163676.17","64181.78","121494.13","113206.7","71107.41","60310.34","111172.76","25207.7"
"2026-02-28","405747.42","212454.21","128068.37","154370.14","81689.86","86266.37","67248.44","85933.94","29520.93"
"2026-03-01","381721.59","194796.42","130568.61","138341.77","78467.03","92321.27","35846.78","33761.67","24911.27"
"2026-03-02","344093.69","143020.06","76350.19","107398.72","64807.79","79231.62","42215.91","32264.88","23578.9"
"2026-03-03","345967.49","113260.24","72983.96","104971.39","72107.66","71844.05","46330.92","32872.22","36671.23"
"2026-03-04","350341.05","153130.12","90773.97","107297.15","77751.04","71898.94","27398.6","27669.4","46680.39"
"2026-03-05","355542.59","130487.99","88534.79","99948.95","58597.05","94635.63","31842.97","28486.04","34131.75"
"2026-03-06","447067.6","106416.56","63103.6","115979.82","82072.85","69149.75","38317.06","49129.88","24686.55"
"2026-03-07","490340.45","127686.27","132241.55","128293.31","68752.04","82207.27","39867.54","39577.98","28574.52"
"2026-03-08","456022.67","102585.52","123866.61","124965.27","71778.93","86572.22","35028.08","32041.03","24431.15"
"2026-03-09","332306.7","99441.19","74916.14","84581.04","47791.11","77006.27","28337.28","31517.85","24002.2"
"2026-03-10","332713.24","90341.49","72045.99","102941.39","53881.7","69285.05","32782.44","32313.6","36650.16"
"2026-03-11","344311.21","99783.45","90988.31","77002.33","53009.74","73303.95","27090.42","28308.46","46167.22"
"2026-03-12","361616.42","131452.69","88429.4","101293.91","56043.88","93958.27","15121.09","28944.12","34111.85"
"2026-03-13","407812.97","136942.02","63263.52","114746.85","87926.84","68492.67","18199.64","44404.43","28230.14"
"2026-03-14","461035.45","125491.58","125175.06","125755.57","61952.59","86959.39","18427.85","39908.64","26607.27"
"2026-03-15","472749.72","145744.35","126669.36","127541.12","86758.55","87207.79","20331.82","32653.15","21000.45"
"2026-03-16","298283.96","122241.7","76957.51","85480.28","58601.42","76667","22214.62","31474.44","24014.07"
"2026-03-17","361404.07","114303.03","75723.56","104411.19","71547.97","71592.74","25153.06","32481.64","36854.03"
"2026-03-18","399329.69","107038.85","90858.86","106757.98","88769.07","74473.59","17742.46","27519.49","46199.02"
"2026-03-19","331656.51","105593.2","86264.2","99602.47","62058.01","85640.34","19825.32","28757.04","34117.61"
"2026-03-20","438050.48","129578.56","56526.28","118875.92","113955.49","159291.15","22668.18","42993.84","28253.8"
"2026-03-21","531515.16","117613.33","123718.25","121993.21","90393.74","204025.02","22035.98","39254.96","26338.15"
"2026-03-22","496657.13","108683.76","131008.12","132055.85","102611.23","203035.76","20097.84","31914.23","20760.84"
"2026-03-23","279158.68","94273.45","76167.67","89734.28","70509.68","178089.03","20832.92","30423.58","23973.22"
"2026-03-24","293640.91","98511.19","75753.97","105478.51","79799.35","163250.45","32311.91","31699.76","36822.19"
"2026-03-25","262738.38","92526.51","93037.42","107156.35","75053.78","165289.97","20951.21","26903.82","46176.74"
"2026-03-26","271481.12","91187.55","91365.6","101891.28","65158.71","195612.59","24681.37","29650.9","34840.4"
"2026-03-27","388745.05","107028.8","62638.32","123344.09","108467.5","159298.86","25580.83","43027.03","28231.35"
"2026-03-28","478305.62","118514.18","125623.65","132292.07","97488.72","204071.61","28927.68","38793.94","26640.72"
"2026-03-29","472091.67","103605.2","131032.29","133106.35","87166.29","201455.23","25398.91","65725.73","24429.23"
"2026-03-30","300345.47","98292.72","77248.87","105325.78","69585.1","178151.28","20212.19","31249.03","24670.14"
"2026-03-31","346152.62","131639.7","78773.9","108953.95","76447.31","163284.41","24086.23","31994.36","36629.08"
"2026-04-01","387519.37","126360.4","96291.77","107312.93","75430.07","165400.76","17671.2","28965.88","46211.25"
"2026-04-02","367030.47","100286.97","95694.92","106352.23","71731.16","99588.82","19939.79","31554.48","34194.61"
"2026-04-03","573196.09","108024.82","59632.85","120104.23","96768.66","73955.67","21982.95","45866.04","26053.56"
"2026-04-04","644229.06","102785.07","120965.47","127981.25","68247.36","98057.26","30323.63","40034.89","26376.33"
"2026-04-05","569286.6","101270.61","131296.63","132464.9","76161.71","55591","33175.24","31699.82","24433.66"
"2026-04-06","402619.27","111792.18","78115.37","90431.55","65939.51","49125.58","40671.93","31904.06","27411.29"
"2026-04-07","399789.14","122498.17","77808.46","105828.32","85046.48","71875.5","45735.39","30509.64","36664.37"
"2026-04-08","422726.41","123511.02","96104.2","102127.85","97560.81","47296.55","27224.08","27576.96","46195.63"
"2026-04-09","406452.7","133493.76","93852.26","100757.86","117301.05","54742.58","32603.2","29315.3","34131.62"
"2026-04-10","431931.84","142446.57","58428.64","113498.74","123783.63","46255.95","24155.38","42474.63","26011.93"
"2026-04-11","538273.56","121143.11","110708.22","127333.49","78876.72","58587.46","28606.2","33238.8","26325.3"
"2026-04-12","452742.38","110492.57","133494.94","133543.05","87531.41","54648.78","23880.49","30685.71","24452.65"
"2026-04-13","311398.61","101467.56","78505.4","94833.17","61097.51","46309.33","26800.82","26577.02","27398.23"
"2026-04-14","325579.9","94073.09","76049.1","79316.51","62262.73","75158.99","30025.8","32341.89","36643.96"
"2026-04-15","386985.58","89052.98","95223.64","76340.46","56591.51","77105.56","15319.57","59859.69","46194.37"
"2026-04-16","298076.73","108007.22","94125.49","71498.48","56192.02","78186.22","22746.91","63355.08","34180.77"
"2026-04-17","435651.44","119903.44","58909.63","116166.56","74083.12","72242.57","33728.12","96956.03","13486.08"
"2026-04-18","440972.99","100780.58","124138.92","124997.32","67559.33","93802.76","38637.71","68230.86","14723.91"
"2026-04-19","412248.1","93174.56","151764.13","136873.5","75793.18","85123.93","32347.64","61980.39","13627.01"
"2026-04-20","278739.67","95086.22","77368","96003.9","52121.37","76816.04","36912.93","51901.18","16333.19"
"2026-04-21","251576.15","76808.12","73508.04","105870.93","59221.15","74413.63","44774.88","60112.34","17724.15"
"2026-04-22","244302.08","82860.74","93175.44","71705.28","64388.66","75239.53","26647.3","55736.5","20500.18"
"2026-04-23","244775.45","104347.22","91919.24","67761.66","47446.18","79534.46","31248.53","58624.47","16033.78"
"2026-04-24","291105.09","122819.42","57463.59","108343.12","72294.12","44991.43","33537.34","79958.66","28216.97"
"2026-04-25","339402.98","97990.35","124098.29","94171.14","64421.48","60087.28","38172.63","68180.95","26362.31"
"2026-04-26","369664.59","92150.53","148949.65","138620.88","64470","91216.55","31567.84","54333.5","23370.22"
"2026-04-27","268484.68","141562.24","77495.51","92456.3","43278.85","52054.94","62268.78","49206.34","37775.11"
"2026-04-28","251129.77","107665.42","74125.41","110996.68","52152.92","46592.23","45393.43","53762.46","39386.68"
"2026-04-29","258882.9","97839.39","93272.63","102615.33","52225.96","46986.43","26988.9","55732.43","46350.82"
"2026-04-30","283252.47","156646.57","85298.74","98153.42","62864.07","61366.23","32793.69","58639.77","35160.5"
