"날짜","대만 수익 ($)","미국 수익 ($)","일본 수익 ($)","태국 수익 ($)","대한민국 수익 ($)","홍콩 수익 ($)","인도네시아 수익 ($)","말레이시아 수익 ($)","브라질 수익 ($)"
"2026-01-06","14124.33","3491.67","2797.77","3174","1292.03","2563.3","1070.46","1295.64","520.28"
"2026-01-07","13264.31","3890.53","2392.43","2738.01","1234.53","2377.64","1040.09","1485.23","556.43"
"2026-01-08","12981.94","4321.29","2563.9","2759.19","1247.56","1979.95","971.42","1354.29","610.12"
"2026-01-09","17069.01","4717.31","2653.91","3232.07","2183.74","2938.41","1044.13","1588.22","573.22"
"2026-01-10","18223.63","4792.32","2006.97","3319.7","2353.99","2928.98","1054.65","1259.55","768.56"
"2026-01-11","15524.4","4058.55","2571.67","2780.73","1841.8","2772.84","969.56","1409.53","772.99"
"2026-01-12","11389.83","3030.92","2316.07","2553.99","1599.72","2583.6","802.64","944.3","626.47"
"2026-01-13","12323.86","2821.18","1685.28","2227.85","1162.33","1742.44","783.44","962.95","579.09"
"2026-01-14","15399.1","3478.91","1537.48","2284.99","1223.64","2232.53","726.04","919.92","486.89"
"2026-01-15","12460.09","3371","1409.53","2182.28","1010.43","2304.01","781.76","866.82","567.29"
"2026-01-16","12816.52","4305.68","1998.56","2756.29","1513.73","2271.51","956.65","1105.44","493.97"
"2026-01-17","14314.72","4168.25","1983.74","2131.84","1330.85","2766.12","816.02","1042.42","493.4"
"2026-01-18","12671.27","3740.4","2188.23","1962.46","1209.95","2376.34","761.15","983.29","485.13"
"2026-01-19","12109.72","4710.74","1381.33","2014.74","1212.51","2941.93","663.86","857.58","473.27"
"2026-01-20","32519.32","6323.65","4414.79","3383.75","2111.16","5761.34","1011.97","1030.39","696.63"
"2026-01-21","19469.57","5639.7","4614.37","3145.8","2017.02","3124.97","790.54","1034.72","575.06"
"2026-01-22","16978.76","6170.16","2998.04","2843.77","1633.87","3375.44","881.76","1089.23","506.32"
"2026-01-23","15660.73","6518.07","3230.45","3028.84","1806.11","3540.29","1017.41","1027.16","478.47"
"2026-01-24","16637.52","6138.13","3356.21","3034.47","1789.28","2697.28","1037.39","1035.04","639.76"
"2026-01-25","16742.8","5501.04","2397.18","2841.43","1665.33","2805.83","888","1132.76","597.64"
"2026-01-26","12642.59","4950.8","2283.94","2605.83","1602.75","2751.46","811.14","1115.81","504.63"
"2026-01-27","13079.59","4100.62","1840.5","2620.3","1320.1","2171.82","830.54","1048.13","463.88"
"2026-01-28","12516","3592.6","2026.34","2382.33","1087.67","2186.69","833.79","1241.5","388.47"
"2026-01-29","13676.14","3606.11","1286.39","2567.65","1057.19","2372.99","705.37","1350.41","457.14"
"2026-01-30","11776.97","3956.17","1976.14","3539.98","1206.1","2339.82","735.76","1518.17","543.24"
"2026-01-31","13526.21","4107.34","2370.22","3423.23","1117.85","2578.8","747.52","1086.06","524.95"
"2026-02-01","16240.52","3573.61","4039.22","3596.38","2563.6","2898.77","936.06","1080.15","533.18"
"2026-02-02","23608.72","11074.61","3293.54","5984.99","3314.01","4462.81","1847.53","1772.34","771.78"
"2026-02-03","81818.51","18413.76","13261.4","14162.46","4456.16","9326.6","3079.21","3305.96","1170.44"
"2026-02-04","65328.51","15228.83","14133.76","12229.58","4204.8","6364.73","3328.79","4158.45","1188.35"
"2026-02-05","47876.67","12567.25","8242.38","10426","3771.2","5615.23","3297.64","2894.76","1282.97"
"2026-02-06","54452.24","11165.42","6910.3","9655.79","3850.14","6344.05","3148.83","3746.67","1676.62"
"2026-02-07","43393.93","13309.65","6508.59","10293.42","3724.77","6391.71","2663.2","3154.29","2081.42"
"2026-02-08","38332.69","10815.38","5949.99","8880.51","4547","5498.09","2775.49","2647.28","2281.63"
"2026-02-09","45677.41","18567.04","5227.07","7545.17","4964.9","7643.87","2603.89","2597.69","1605.87"
"2026-02-10","82523.22","24112.59","13694.47","10916.43","7010.84","12086.11","3343.49","4454","1500.6"
"2026-02-11","78924.91","17815.47","12878.53","8501.39","5553.77","6015.25","2805.23","4511.66","1381.27"
"2026-02-12","71607.96","15480.2","8487.69","8673.56","5442.33","7230.55","2308.89","3671.8","1171.05"
"2026-02-13","57620.97","13229.09","7885.05","7744.49","5814.2","7720.64","2350.35","3702.91","1231.85"
"2026-02-14","59421.95","12643.13","6305.81","6845.2","6709.99","8036.05","2079.74","3609.09","1503.83"
"2026-02-15","44124.56","15890.63","6217.29","6625.63","6835.12","6423.07","2090.58","3548.91","1436.39"
"2026-02-16","94407.1","14257.19","6207.98","7484.62","6801.49","9955.04","2011.24","4940.45","845.28"
"2026-02-17","67316.79","9072.42","5851.62","6171.48","5932.93","6191.05","1739","3602.31","752.66"
"2026-02-18","65911.79","9340.7","4520.08","4959.91","5203.59","5328.72","1680.92","3472.29","581.41"
"2026-02-19","46211.01","10506.66","4008.05","5157.99","4898.49","4377.54","1609.49","3676.77","691.2"
"2026-02-20","48892.66","10199","4832.62","5986.26","4449.46","5288.68","1892.44","3436.49","817.22"
"2026-02-21","39569.35","10749.09","6264.41","7344.43","5008.66","5508.39","2284.78","3551.3","762.99"
"2026-02-22","40462.77","11244.06","5737.62","6315.76","3696.55","6730.46","1896.89","3386.07","936.34"
"2026-02-23","40345.12","10020.45","5127.72","5593.34","3036.1","6585.48","1585.22","2336.49","747.18"
"2026-02-24","31281.98","8469.02","4567.9","5358.24","3028.12","6228.03","1676.63","2937.35","715.36"
"2026-02-25","28889.03","7355.44","5598.27","5875.2","3094.14","6264.95","1894.26","2575.98","693.83"
"2026-02-26","31380.36","8275.88","4750.73","7118.71","2994.55","5210.37","1792.67","2383.07","701.91"
"2026-02-27","32218.28","7617.5","5360.9","6602.78","2681.27","6909.1","2049.36","2485.73","779.58"
"2026-02-28","31323.13","7718.28","6778.27","6754.13","4435.66","6311.14","1989.2","2932.72","884.56"
"2026-03-01","35719.48","7012.62","8730.19","6233","5826.3","5419.65","2077.32","2467.94","885.96"
"2026-03-02","23230.69","6320.1","4726.19","5190.42","4191.95","3880.36","1655.52","2194.61","632.04"
"2026-03-03","25408.41","5639.6","4466.76","5023.89","2775.88","3342.37","1586.04","2153.32","609.38"
"2026-03-04","23748.54","6555.58","3910.06","3778.37","2800.85","4294.96","1934.89","2262.63","621.89"
"2026-03-05","30845.53","7519.94","3441.49","4646.46","2351.86","4480.69","1948.04","2000.37","781.14"
"2026-03-06","30850.89","7699.6","4156.31","4133.36","2933.98","4984.89","2008.16","2604.02","938.73"
"2026-03-07","31224.8","7555.79","3759.49","4021.49","3635.14","7320.6","1899.39","3280.1","951.47"
"2026-03-08","23296.68","5959.22","3360.68","3243.74","2855.22","6650.9","1581.36","1989","839.95"
"2026-03-09","19795.19","4820.1","3849.42","3013.65","2600.65","4824.73","1239.23","1883.18","783.21"
"2026-03-10","23702.01","4526.39","3227.54","2934","2925.33","3675.77","1329.61","1851.72","728.73"
"2026-03-11","19313.76","5192.39","3480.55","2838.44","2141.29","3633.68","1492.31","1959.93","723.52"
"2026-03-12","21669.43","6076.52","2723.23","2996.55","2228.62","4567.96","1361.7","1605.53","606.73"
"2026-03-13","24973.02","6166.1","2720.87","3063.59","2756.83","4769.03","1565.77","1737.09","589.4"
"2026-03-14","24145.31","5989.4","2844.22","2685.71","3015.05","4818.58","1603.57","1666.97","609.13"
"2026-03-15","23396.39","5773.79","2048.84","2578.16","2509.73","3889.07","1475.31","1424.06","530.81"
"2026-03-16","18327.23","5554.96","2015.14","2377.7","1997.97","3268.36","1549.28","1456.07","466.78"
"2026-03-17","17354.47","4487.54","2095.44","2630.04","3335.01","3061.95","1392.45","1583.87","427.84"
"2026-03-18","13298.94","5389.3","1888.09","2584.37","2218.85","3098.59","1357.06","1969.58","385.15"
"2026-03-19","14271.56","4592.54","1762.15","2608.83","1641.55","3615.29","1368.13","1434.59","382.84"
"2026-03-20","19740.37","5224.16","2489.56","3328.25","2140.46","3963.39","1352.37","1506.81","473.59"
"2026-03-21","16649.88","4972.9","1923.81","2994.91","2094.99","4339.01","1201.21","1392.48","475.25"
"2026-03-22","15711.38","4505.54","2511.63","2269","2149.2","3493.27","1244.77","1232.61","547.71"
"2026-03-23","12859.41","3665.99","2435.46","1924.58","1257.37","3278.53","986.87","1459.08","434.82"
"2026-03-24","12934.42","3286.47","1879.42","1925.15","1066.87","2867.13","987.22","1350.8","420.8"
"2026-03-25","13785.25","4517.44","2766","2335.8","1961.77","2947.08","1116.95","1394.94","462.97"
"2026-03-26","16193.01","6169.06","2548.01","2835.1","1850.59","4595.31","1386.17","1519.4","569.01"
"2026-03-27","42901.01","8521.77","4248.59","4214.77","2658.67","7781.94","1350.95","2160.57","577.79"
"2026-03-28","34196.94","6753.21","5723.18","3393.48","2686.15","7019.77","1187.09","2144.39","659.27"
"2026-03-29","28025.21","6117","4330.12","3048.89","2029.15","5863.53","1215.99","1999.28","569.81"
"2026-03-30","19731.9","5702.58","4355.23","2765.2","1863.91","4460.17","899.78","1312.01","414.54"
"2026-03-31","21738.97","4708.28","5172.27","3388.28","3047.61","5056.14","1044.13","1438.11","469.78"
"2026-04-01","28000.62","5047.25","6289.04","4077.22","5600.37","3493.8","1169.04","1558.13","546.45"
"2026-04-02","32950.92","5183.45","3900.99","3720.94","2244.57","4262.43","1070.71","1473.38","591.08"
"2026-04-03","25234.93","6064.84","2608.48","2800.14","2444.05","3291.56","1250.04","1731.76","803.2"
"2026-04-04","27789.66","5328.16","2654.1","2733.49","2252.77","2851.34","1138.72","1617.65","684.26"
"2026-04-05","25893.56","5005.95","2436.01","2591.78","1778.06","2390.28","908.36","1255.59","616.63"
"2026-04-06","23089.8","3854.53","2220.89","2435","1564.31","2971.71","835.52","1101.98","547.47"
"2026-04-07","20098.5","3165.11","2338.73","2083.95","1280.29","2846.97","889.6","1212.25","626.98"
"2026-04-08","17005.51","3616.27","2029.74","3300.95","1543.33","2779.45","840.55","1244.14","695.27"
"2026-04-09","15123.36","4809.08","1645.84","2711.53","1866.7","3009.99","767.28","1228.75","542.44"
"2026-04-10","19224.71","5259.78","4083.28","2189.82","2159.74","3403.94","821.9","1158.69","642.97"
"2026-04-11","19546.18","4805.68","3402.3","2080.38","2143.81","3477.15","838.68","1097.07","645.05"
"2026-04-12","16082.74","4941.14","3523.42","2048.82","1981.01","4024.09","766.7","1145.32","607.93"
"2026-04-13","15665.78","3756.92","1902.67","1972.6","1863.24","3866.42","669.31","959.95","418.41"
"2026-04-14","12498.56","3111.12","1663.26","2112.64","1195.12","2828.45","793.57","857.96","348.69"
"2026-04-15","13477.39","3471.54","2245.56","1970.87","1685.16","3113.01","702.71","879.35","391.97"
"2026-04-16","12532.91","4179.15","2087.21","1890.19","1579.38","2484.56","740.71","951.84","385.68"
"2026-04-17","15403.56","4244.26","2074.52","1929.86","1723.26","4407.78","847.88","1151.93","478.4"
"2026-04-18","18609.01","4504.39","1805.83","1719.67","2375","3681.53","780.31","1268.03","466.97"
"2026-04-19","19155.33","5004.4","2861.91","2003.71","1978.82","3615.27","1031.13","1315.22","607.61"
"2026-04-20","26254.67","11150.28","3445.01","4537.11","2609.21","7424.36","1615.96","1959.45","1207.42"
"2026-04-21","82008.97","22880.92","11821.32","9816.18","3711.29","13526.77","2577.61","3907.51","1443.91"
"2026-04-22","63609.17","14026.58","10569.26","8361.94","4096.77","7911.67","2712.19","3350.89","1306.72"
"2026-04-23","65544.61","12358.52","7075.39","7985.38","3806.93","8233.65","2930.95","2945.91","1314.14"
"2026-04-24","60453.6","12276.45","6643.24","7258.81","4150.07","8796.09","3144.86","2784.18","1501.1"
"2026-04-25","61331.26","11256.23","6516.45","7732.14","4364.38","8037.77","3338.86","2467.42","1522.75"
"2026-04-26","37394.79","9022.99","4556.05","5395.67","3290.68","5872.49","2488.45","1929.81","1038.7"
"2026-04-27","25817.91","6107.99","3368.39","4885.51","2209.41","4863.06","1640.99","1835.05","531.99"
"2026-04-28","21967.62","6094.53","3497.63","4770.38","1810.21","3770.75","1725.14","2159.17","438.29"
"2026-04-29","14524.42","6706.22","3623.76","4404.55","2143.63","2564.35","1707.67","2264.29","529.29"
"2026-04-30","36311.25","9746.33","6459.76","8567.55","4559.68","5296.85","2109.89","2333.92","528.41"
