"날짜","미국 수익 ($)","멕시코 수익 ($)","태국 수익 ($)","브라질 수익 ($)","인도네시아 수익 ($)","칠레 수익 ($)","베트남 수익 ($)","페루 수익 ($)","스페인 수익 ($)"
"2026-01-08","527055.9","232153.02","49864.09","43656.74","34487.34","23483.76","12300.63","10492","18074.9"
"2026-01-09","719462.53","233198.72","56634.78","45300.66","42817.99","20048.47","11111.11","16778.2","20640.12"
"2026-01-10","870716.64","466088.03","64232.22","46852.3","39704.01","23541.75","13244.14","26634.03","23576.36"
"2026-01-11","783221.94","368669.98","62206.17","39219.91","37007.05","24485.1","14166.65","14676.74","22228.66"
"2026-01-12","588130.87","205674.77","63240.64","39296.37","40411.98","21536.27","11980.26","14888.24","16077.98"
"2026-01-13","636116.93","206413.73","60338.85","41883.2","42329.69","26230.44","13224.53","13765.72","16061.86"
"2026-01-14","831544.56","351495.96","69873.36","50469.47","28268.06","30509.82","13206.78","21765.19","22268.5"
"2026-01-15","707267.08","315813.91","88314.83","50431.77","36147.34","24923.71","17717.82","12042.26","20447.07"
"2026-01-16","952151.03","252571.55","82666.1","52070.84","43221.41","25351.06","17222.47","19615.11","23902.42"
"2026-01-17","880202.54","640698.78","84357.13","53483.35","43468.93","26989.85","18770.67","26778.36","22611"
"2026-01-18","957141.61","433838.08","75574.29","48146.65","37717.41","22461.47","17458.99","15976.29","25207.23"
"2026-01-19","732625.44","213287.28","69319.92","53025.19","40172.93","24297.67","16291.16","15411.5","19455.88"
"2026-01-20","595185.76","252076.42","63009.32","43497.46","43474.55","25476.33","16925.46","13235.43","17037.25"
"2026-01-21","671016.95","346995.99","59073.34","41766.97","30097.68","29234.43","12386.35","20945.5","18583.81"
"2026-01-22","724065.49","310614.92","67852.07","48337.93","40300.01","21821.54","11071.22","11371.1","17739.38"
"2026-01-23","1110527.57","255821.73","66832.36","62748.73","47412.23","27468.15","15918.21","22419.73","22262.26"
"2026-01-24","1020538.84","586816.23","64720.72","51817.43","53471.54","24413.61","14548.66","27321.63","23848.22"
"2026-01-25","973693.16","504463.56","66756.75","53098.79","48107.97","22622.21","14689.55","16670.05","24746.12"
"2026-01-26","664053.8","276987.02","63670.21","48546.92","52297.71","23074.08","11591","16490.68","19377.92"
"2026-01-27","712187.59","262155.91","59773.65","44292.41","55598.58","25493.11","11768.67","13808.48","17851.26"
"2026-01-28","830239.23","337331.21","60291.3","45211.13","36661.59","29346.99","11659.07","18358.6","21195.9"
"2026-01-29","622339.19","319212.65","65094.91","38906.82","44885.14","25112.02","13486.26","11387.42","19501.86"
"2026-01-30","812796.38","283414.17","69458.73","47611.92","52068.36","27561.76","15182.01","20885.45","22976.69"
"2026-01-31","754658.13","516023.6","72951.41","44223.64","54502.22","25397.48","16223.77","28320.98","23022.62"
"2026-02-01","794235.39","464212.6","63409.98","46617.6","45726.74","25235.83","16396.14","15275.07","27190.57"
"2026-02-02","579586.04","249362.14","64273.15","40061.36","44290.31","26473.72","14649.65","16533.18","21689.68"
"2026-02-03","567652.23","265656.8","59806.9","40260.48","45111.44","27440.98","13819.19","15322.11","22804.91"
"2026-02-04","702589","299215.15","60256.32","38578.65","31230.14","29941.48","12975.69","17352.02","23702.18"
"2026-02-05","614330.99","296249.4","61332.94","36789.87","37340.66","23568.22","14624.92","10412.49","23800.55"
"2026-02-06","718442.34","229596.59","55795.59","43406.94","41215.17","24185.77","16848.25","19310.81","22653.6"
"2026-02-07","879838.29","480043.39","60858.7","53991.52","41592.86","25580.29","16029.61","27807.28","24629.46"
"2026-02-08","825822.81","426291.05","60590.21","48525.24","35024.93","23382.86","15934.52","14868.23","23453.13"
"2026-02-09","539899.13","218906.63","55017.83","38420.19","41420.12","19027.64","12623.58","15667.17","18377.76"
"2026-02-10","571702.07","225382.94","53619.12","36023.53","44791.64","24702.64","16966.48","14998.04","21304.24"
"2026-02-11","591130.12","282656.99","51709.88","34815.5","30083.57","30310.13","18787.12","18019.59","17735.67"
"2026-02-12","691237.21","309334.34","49842.4","34356.68","39914.1","25418.39","21814.9","12047.94","18088.33"
"2026-02-13","1066520.95","329242.3","53467.81","57223.83","52388.14","26732.93","19701.05","21416.46","24835.98"
"2026-02-14","1128891.06","572800.78","58727.98","52956.79","54196.56","33739.57","24778.7","27725.99","25762.41"
"2026-02-15","970704.49","458386.42","46580.95","58458.6","46223.41","23540.33","24623.74","15264.64","25943.41"
"2026-02-16","814858.21","277480.54","45061.92","49004.82","55317.47","22147.05","20420.46","15643.26","20742.18"
"2026-02-17","606559.25","251803.23","44114.21","50581.45","57093.22","26063.4","20405.61","16115.36","18282.63"
"2026-02-18","681979.27","303926.42","38048.37","36355.67","38688.14","30142.07","31096.27","17711.86","16347.33"
"2026-02-19","603891.63","294193.02","39556.06","32717.38","45577.4","23446.36","30718.68","12664.9","14320.39"
"2026-02-20","710268.09","241612.86","41478.36","37486.77","50115.25","22122.73","32778.09","20019.81","14474.02"
"2026-02-21","682121.89","415491.47","56247.12","38536.54","56222.82","23281.72","29601.31","26259.77","16009.21"
"2026-02-22","650236.7","401395.63","53205.97","36994.42","45799.68","21255.7","27392.53","13634.87","15422.51"
"2026-02-23","585515.8","274489.83","55057.26","32438.62","51337.43","19617.18","30770.71","15612.01","13335.14"
"2026-02-24","619315.35","268683.7","56075.24","30481.1","56799.22","25388.47","27429.78","16161.93","13683.18"
"2026-02-25","583440.78","305712.95","58675.77","32301.65","42098.66","27122.88","30898.95","17760.21","13263.26"
"2026-02-26","535420.08","295702.44","69592.37","30864.76","43844.42","21810.7","28716.23","12334.3","13541.72"
"2026-02-27","672464.66","224871.39","58664.02","39788.18","43572.51","19946.22","26831","18516.6","16694.07"
"2026-02-28","842365.28","363912.14","64980.94","42884.73","46715.55","23421.84","26177.01","26884","19249.52"
"2026-03-01","754128.51","406561.44","62200.59","46415.47","41839.78","21752.9","27865.87","13551.21","21620.45"
"2026-03-02","553878.44","281265.84","52979.63","39874.24","50716.45","19728.96","25836.09","13144.86","18761.83"
"2026-03-03","610544.64","267442.26","54724.02","36236.68","57151.83","24976.87","24944.07","15320","17035.07"
"2026-03-04","557419.11","324374.3","50265.31","35815.49","39233.15","27645.32","22759.19","17267.9","17930.83"
"2026-03-05","464238.48","280663.18","78745.4","34273.46","48342.28","19864.29","22290.68","12445.8","17365.09"
"2026-03-06","624852.42","233368.39","64310.28","48130.07","53353.53","22029.27","28349.02","20005.17","19975.62"
"2026-03-07","732496.79","440406.77","73930.59","50120.73","58008.76","22497.19","27351.08","27758.51","21072.45"
"2026-03-08","707309.97","431606.06","90482.27","43092.21","40197.89","20427.14","22195.74","13675.75","19994.34"
"2026-03-09","509902.61","258948.01","81416.96","44639.05","43587.53","15487.23","17620.93","14255.19","15031.78"
"2026-03-10","595595.69","241378.22","81353.83","43960.91","49003.43","22353.97","17901.39","15732.56","16743.29"
"2026-03-11","638242.14","273887.82","81235.6","38630.66","39274.96","26082.15","19580.37","16343.79","15569.2"
"2026-03-12","526375.56","255149.16","79765.03","34521.24","48197.33","20172.64","27094.14","12035.78","14874.29"
"2026-03-13","570618.67","194912.65","52152.42","36699.65","64106.19","20328.1","29550.01","17911.98","15445.27"
"2026-03-14","570952","365317.27","68087.47","37917.37","75386.01","19261.06","28395.3","26340.6","16628.96"
"2026-03-15","670966.29","371480.71","62062.46","35663.01","66558.59","17439.29","29348.07","13897.37","17105.19"
"2026-03-16","538155.08","229483.62","61258.7","32475.11","73787.65","15439.1","21709.84","12620.78","11966.84"
"2026-03-17","440247.43","216523.79","62320.19","33265.95","83713.48","21117.46","19147.68","16190.77","12095.27"
"2026-03-18","431551.97","266238.32","72669.95","30567.44","65254.34","24757.46","19786.55","16822.69","12657.66"
"2026-03-19","483227.84","267519.01","108814.39","30993.36","95510.1","19240.96","22569.11","13397.83","14515.81"
"2026-03-20","633149.51","238326.77","103256.52","36510.38","199094.25","19704.18","24832.35","20826.36","17607.21"
"2026-03-21","726262.04","424163.75","127289.14","35966.94","208744.8","19707.14","25275.84","28956.1","18063.44"
"2026-03-22","738554.17","413636.65","150047.14","34293.8","176474.66","18027.3","23487.1","13603.31","18935.44"
"2026-03-23","566685.34","258538.47","143915.23","29658.44","220036.1","16199.08","21497.69","12516.57","13238.38"
"2026-03-24","488971","237141.27","130195.21","28504.91","267212.27","19414.46","17880.38","16316.89","14599.85"
"2026-03-25","428419.81","278882.3","153375.66","28916.95","136985.65","22216.56","13179.74","16146.52","13197.76"
"2026-03-26","416913.48","274606.43","170666.69","30976.7","166167.61","12916.04","13160.95","12217.22","10500.85"
"2026-03-27","683390.7","193564.22","149316.42","32953.3","173594.28","17017.49","16228.93","17823.54","13444.43"
"2026-03-28","726271.18","351112.57","154627.54","30528.74","202686.72","17612.66","13174.94","26382.23","15768.4"
"2026-03-29","737226.07","394317.69","143290.21","27538.3","91904.16","17700.35","13302.49","13277.12","12844.94"
"2026-03-30","499890.27","258160.3","146135.71","23189.52","108046.34","15599.68","12350.87","13182.7","11718.26"
"2026-03-31","599456.03","254283.31","157955.18","26975.72","111232.81","22742.57","14602.71","17139.99","15933.51"
"2026-04-01","601022.72","285502.83","149616.47","34407.92","53767.38","27577","14820.77","19443.09","21533.06"
"2026-04-02","601549.09","297582.83","323648.64","37870.61","61877.07","22852.65","15305.53","14423.52","19165.26"
"2026-04-03","718686.6","234201.01","243112.65","48337.15","66992.34","22816.8","16438.35","21454.65","22012.3"
"2026-04-04","761603.58","418238.08","328642.68","41659.38","67977.52","21510.15","17869.55","27940.5","18519.38"
"2026-04-05","693216.49","434639.17","333434.61","37846.26","45678.53","19344.35","16636.54","14828.7","19004.87"
"2026-04-06","584121.84","285331.55","286525.14","33707.89","54326.43","18517.74","16266.92","13059.65","16586.09"
"2026-04-07","561667.21","277445.27","228540.33","36420.85","58509.95","22136.18","16015.35","17494.5","15170.73"
"2026-04-08","595337.72","336540.21","135595.02","49778.49","38106.66","26973.96","17414.97","19035.22","17126.07"
"2026-04-09","578055.99","308766.74","155070.51","43714.95","36218.44","21084.47","18677.97","13810.96","15475.14"
"2026-04-10","666768","233706.95","138441.17","64070.05","37363.38","19798.89","22288.68","18649.51","20113.48"
"2026-04-11","694080.45","402555.76","167702.28","61140.25","45016.82","18213.59","22315.32","26517.05","18708.65"
"2026-04-12","727529.77","432751.53","147581.29","49296.3","39715.74","19439.26","19129.09","14740.28","20705.69"
"2026-04-13","519206.88","305770.59","127877.98","34889.3","39984.59","19232.4","23546.31","13988.82","14083.77"
"2026-04-14","536626.74","292748.91","101105.82","33500.94","46004.06","21207.98","17091.62","18699.27","15642.87"
"2026-04-15","520924.07","308808.43","108752.18","36897.7","35345.91","26752.55","21720.06","19221.23","15179.91"
"2026-04-16","561186.32","294259.02","118869.99","31716.86","35840.35","20821.13","19581.32","13543","14445.05"
"2026-04-17","778482.76","244386.37","114359.27","37328.91","38208.97","34856.59","17253.76","17551.23","16745.97"
"2026-04-18","865048.03","473170.77","135897.08","40077.56","42861.27","40768.42","20969.09","29896.8","22480.66"
"2026-04-19","858154.66","603532.57","116129.1","37175.68","35423.99","41189.07","19875.14","16384.03","21452.29"
"2026-04-20","652440.36","339024.11","103168.05","36456.7","38613.57","42764.58","14848.96","14811.26","17960.29"
"2026-04-21","644742.3","313976.55","103175.38","38222.74","52056.3","44226.9","16945.1","18696.76","18122.32"
"2026-04-22","551812.36","340274.26","92490.73","29480.25","35013.93","52986.02","18737.73","20911.01","14903.85"
"2026-04-23","554240.78","285052.75","108539.31","27326.36","40290.85","40393.47","21725.92","13963.86","13394.25"
"2026-04-24","769430.73","213081.39","140006.07","31170.93","47924.2","20326.49","25267.8","17415.3","16526.7"
"2026-04-25","718287.84","466816.73","179074.03","33020.22","56659.24","21353.6","25434.16","26673.84","17180.82"
"2026-04-26","707475.52","523848.93","120761.16","35789.46","45333.82","20344.98","30130.63","17141.17","15692.41"
"2026-04-27","558019.51","298325","149831.56","30764.04","40206.96","21919.02","24678.55","14140.13","14699.66"
"2026-04-28","520682.12","277121.31","143230.53","28637.33","49318.14","21700.96","24112.11","16784.71","14546.07"
"2026-04-29","440329.44","287810.09","132566.53","33973.13","33777.51","25219.13","25710.66","18740.27","14453.3"
"2026-04-30","501076.8","307815.76","170511.99","34650.09","37748.99","21427.24","32056.12","13461.88","15950.36"
